"times","current"
-1.566066432000000077e+03
-1.562909040000000005e+03
-1.562909040000000005e+03
-1.550279471999999942e+03
-1.556594256000000087e+03
-1.551858167999999978e+03
-1.567645127999999886e+03
-1.558172951999999896e+03
-1.548700776000000133e+03
-1.559751648000000159e+03
-1.564487736000000041e+03
-1.558172951999999896e+03
-1.566066432000000077e+03
-1.542385992000000215e+03
-1.561330343999999968e+03
-1.556594256000000087e+03
-1.555015560000000050e+03
-1.547122080000000096e+03
-1.556594256000000087e+03
-1.556594256000000087e+03
-1.561330343999999968e+03
-1.559751648000000159e+03
-1.547122080000000096e+03
-1.555015560000000050e+03
-1.561330343999999968e+03
-1.556594256000000087e+03
-1.548700776000000133e+03
-1.550279471999999942e+03
-1.564487736000000041e+03
-1.562909040000000005e+03
-1.555015560000000050e+03
-1.570802519999999959e+03
-1.556594256000000087e+03
-1.556594256000000087e+03
-1.558172951999999896e+03
-1.559751648000000159e+03
-1.555015560000000050e+03
-1.566066432000000077e+03
-1.558172951999999896e+03
-1.566066432000000077e+03
-1.562909040000000005e+03
-1.561330343999999968e+03
-1.551858167999999978e+03
-1.558172951999999896e+03
-1.564487736000000041e+03
-1.570802519999999959e+03
-1.562909040000000005e+03
-1.567645127999999886e+03
-1.566066432000000077e+03
-1.566066432000000077e+03
-1.577117303999999876e+03
-1.569223824000000150e+03
-1.569223824000000150e+03
-1.572381215999999995e+03
-1.567645127999999886e+03
-1.569223824000000150e+03
-1.580274695999999949e+03
-1.553436864000000014e+03
-1.572381215999999995e+03
-1.558172951999999896e+03
-1.572381215999999995e+03
-1.573959912000000031e+03
-1.567645127999999886e+03
-1.559751648000000159e+03
-1.572381215999999995e+03
-1.580274695999999949e+03
-1.564487736000000041e+03
-1.562909040000000005e+03
-1.572381215999999995e+03
-1.567645127999999886e+03
-1.567645127999999886e+03
-1.559751648000000159e+03
-1.561330343999999968e+03
-1.566066432000000077e+03
-1.553436864000000014e+03
-1.570802519999999959e+03
-1.556594256000000087e+03
-1.573959912000000031e+03
-1.562909040000000005e+03
-1.566066432000000077e+03
-1.561330343999999968e+03
-1.572381215999999995e+03
-1.564487736000000041e+03
-1.559751648000000159e+03
-1.570802519999999959e+03
-1.572381215999999995e+03
-1.569223824000000150e+03
-1.580274695999999949e+03
-1.561330343999999968e+03
-1.564487736000000041e+03
-1.566066432000000077e+03
-1.562909040000000005e+03
-1.566066432000000077e+03
-1.558172951999999896e+03
-1.567645127999999886e+03
-1.556594256000000087e+03
-1.564487736000000041e+03
-1.561330343999999968e+03
-1.561330343999999968e+03
-1.561330343999999968e+03
-1.558172951999999896e+03
-1.555015560000000050e+03
-1.547122080000000096e+03
-1.561330343999999968e+03
-1.564487736000000041e+03
